taxon	n_snp	OR (95% CI)	p_ivw	fdr_ivw	p_egger	egger_intercept_p	p_wmedian	q_p
genus.Lachnospira.id.2004	6	1.15 (0.88-1.52)	0.3094215608854593	0.8452351005759656	0.7084506692175659	0.8149509787479103	0.1718962838076106	0.183206951160831
class.Alphaproteobacteria.id.2379	8	1.07 (0.94-1.23)	0.314886401847385	0.8452351005759656	0.2433178117761683	0.1355923183229925	0.5943503696991861	0.7421963048410785
genus.Slackia.id.825	6	1.07 (0.94-1.23)	0.3172300477484225	0.8452351005759656	0.7227486489664656	0.6247377009021597	0.994284668083928	0.4123465172741142
family.Christensenellaceae.id.1866	11	0.94 (0.83-1.06)	0.3235965778292493	0.8452351005759656	0.3810906301581711	0.8391964811193204	0.4564494720032652	0.935840320708721
genus.Prevotella9.id.11183	16	1.05 (0.95-1.15)	0.3326288978492758	0.8452351005759656	0.0868919572745785	0.1423100891870866	0.8052569240244789	0.647873714001685
family.Clostridiaceae1.id.1869	10	0.93 (0.79-1.08)	0.3346195781602139	0.8452351005759656	0.4283306951154331	0.2463196194255631	0.1818864589859675	0.3236060984399683
phylum.Proteobacteria.id.2375	12	1.07 (0.93-1.24)	0.3362462127682497	0.8452351005759656	0.2274647923313936	0.0816781638583478	0.4452207403147682	0.8716544561235497
genus.LachnospiraceaeNK4A136group.id.11319	15	1.06 (0.94-1.21)	0.3364916988074934	0.8452351005759656	0.2272116839277387	0.0575356242564462	0.7147340673575278	0.2225655224653178
genus.Escherichia.Shigella.id.3504	10	1.07 (0.93-1.24)	0.3406956844384534	0.8457269343119256	0.6303165879993563	0.9928789080803316	0.5533747214396239	0.959127017712431
genus.Bilophila.id.3170	13	0.93 (0.79-1.09)	0.3537630235244993	0.8593835693560671	0.8401061967760372	0.6994695697211051	0.1091867218598537	0.1638525917343477
genus.Intestinimonas.id.2062	16	0.94 (0.84-1.07)	0.3543429883126912	0.8593835693560671	0.7709565864232124	0.5148690505382398	0.2782521843954442	0.183680964124943
genus..Eubacteriumventriosumgroup.id.11341	15	0.91 (0.73-1.12)	0.3709220726573821	0.889369969667132	0.7315224022962795	0.8741597830293347	0.3742762782593173	0.0003168686837101
genus.unknowngenus.id.2041	12	0.95 (0.84-1.07)	0.3760956066374858	0.8916423932641518	0.7831606122692658	0.5752678155195219	0.3322919580641392	0.1944762326238942
genus..Ruminococcusgnavusgroup.id.14376	11	0.96 (0.87-1.05)	0.3858232403137361	0.9045411522910924	0.3014173193800329	0.2215389202551526	0.4276061966145499	0.4435412001635498
genus.Holdemanella.id.11393	11	0.96 (0.87-1.06)	0.4051190249720142	0.9134164584416852	0.8116301469233389	0.5878948042872953	0.7276615676785294	0.3356368958311329
order.Lactobacillales.id.1800	15	1.06 (0.93-1.21)	0.405640599396092	0.9134164584416852	0.2297574723307918	0.3664927894058487	0.5492981047389939	0.826703168504038
family.ClostridialesvadinBB60group.id.11286	15	1.04 (0.94-1.16)	0.4079167354456287	0.9134164584416852	0.2837267797931236	0.4156656109206632	0.6479768293306825	0.6784750529754355
genus.unknowngenus.id.1000000073	15	1.04 (0.94-1.16)	0.4079167354456287	0.9134164584416852	0.2837267797931236	0.4156656109206632	0.6215502669575361	0.6784750529754355
phylum.Lentisphaerae.id.2238	9	1.07 (0.91-1.24)	0.4176237693913404	0.9134164584416852	0.9434345718128933	0.8998284494927618	0.3175568920777211	0.0041219763786122
phylum.Tenericutes.id.3919	13	0.95 (0.85-1.07)	0.4199118316058932	0.9134164584416852	0.8112099464961692	0.6135617681982296	0.4204937945630266	0.6056469759585543
class.Mollicutes.id.3920	13	0.95 (0.85-1.07)	0.4199118316058932	0.9134164584416852	0.8112099464961692	0.6135617681982296	0.4298407597257563	0.6056469759585543
genus.LachnospiraceaeUCG004.id.11324	14	0.94 (0.82-1.09)	0.4319303672608775	0.9275877131868552	0.7359568109324756	0.5940878373576709	0.5425090833687765	0.2964468404993601
genus.Parabacteroides.id.954	6	0.92 (0.75-1.13)	0.4352188796469131	0.9275877131868552	0.1623813647047858	0.1890308060292395	0.9953073828117612	0.4436923448825005
family.Veillonellaceae.id.2172	19	1.04 (0.94-1.15)	0.4484834449989495	0.9389174677028984	0.9002395565923675	0.7891017730662239	0.6345382514275932	0.4240802299577412
genus..Eubacteriumoxidoreducensgroup.id.11339	5	1.05 (0.92-1.20)	0.4497923041131856	0.9389174677028984	0.6533166148568396	0.4366095444907011	0.7823757432290761	0.8779436084224216
family.Desulfovibrionaceae.id.3169	10	0.94 (0.80-1.10)	0.4581601390088228	0.9389174677028984	0.8115427311250191	0.9622255606868684	0.6173867361965009	0.2352166319225901
genus..Eubacteriumbrachygroup.id.11296	10	1.04 (0.94-1.14)	0.4583341193052064	0.9389174677028984	0.9793304372384256	0.8831091907926525	0.8099510877407465	0.2327644242951812
genus.Paraprevotella.id.962	13	0.97 (0.88-1.06)	0.4639453775250614	0.9412737947864224	0.6774163026410162	0.8075345287818363	0.8647813602347675	0.332544577929494
genus.Faecalibacterium.id.2057	10	1.05 (0.92-1.19)	0.4814981472369256	0.953119921154766	0.7909753799378634	0.8367893540776715	0.5846759172431972	0.8337397894451892
order.Victivallales.id.2254	8	1.06 (0.89-1.27)	0.4846954401149825	0.953119921154766	0.9589355063314544	0.8977381155309633	0.4694914968713299	0.0021019858789051
class.Lentisphaeria.id.2250	8	1.06 (0.89-1.27)	0.4846954401149825	0.953119921154766	0.9589355063314544	0.8977381155309633	0.454365577181024	0.0021019858789051
class.Clostridia.id.1859	12	0.95 (0.81-1.11)	0.4909415934357025	0.953119921154766	0.5087022556201767	0.592331576429305	0.9850337874256416	0.3277953244164072
genus.RuminococcaceaeUCG011.id.11368	8	1.04 (0.94-1.14)	0.4923700066628886	0.953119921154766	0.8916124772637029	0.988202445311162	0.3889175961073404	0.1825380128457272
family.Pasteurellaceae.id.3689	14	1.03 (0.94-1.14)	0.5084281168516309	0.9627964899746848	0.0605367555637483	0.0742553639277483	0.9868164798448243	0.3022066511366021
order.Pasteurellales.id.3688	14	1.03 (0.94-1.14)	0.5084281168516309	0.9627964899746848	0.0605367555637483	0.0742553639277483	0.9871976222813844	0.3022066511366021
genus.Dorea.id.1997	11	0.94 (0.78-1.13)	0.5110578524984108	0.9627964899746848	0.2693789788741556	0.3457555351308403	0.5291658838768956	0.1088580038972504
genus.Adlercreutzia.id.812	8	0.96 (0.84-1.10)	0.5248823183981597	0.9662173809853792	0.3519789570339627	0.2808172156983014	0.219873767379345	0.3933624884370538
genus..Eubacteriumcoprostanoligenesgroup.id.11375	13	0.95 (0.82-1.11)	0.5264345395108369	0.9662173809853792	0.1116297646599947	0.0678871236523604	0.6434309574005591	0.7647035757056755
genus.LachnospiraceaeUCG008.id.11328	10	0.95 (0.82-1.11)	0.5266113687835006	0.9662173809853792	0.1610182681127391	0.1875873853774574	0.42444867788143	0.014095410836823
genus..Eubacteriumrectalegroup.id.14374	9	0.94 (0.77-1.14)	0.5344426891679638	0.9709482280775292	0.3079392334876585	0.2291824436492673	0.6731386259617544	0.224795713534669
genus.Oxalobacter.id.2978	11	1.03 (0.93-1.14)	0.5391725500469686	0.9709482280775292	0.1966841267898354	0.1508263103424728	0.4762338724497065	0.0768410573638143
genus.LachnospiraceaeNC2004group.id.11316	9	0.96 (0.85-1.09)	0.548201733588786	0.9709482280775292	0.7182600145174005	0.6104946282334455	0.7673043165247364	0.1945908674260504
genus.Butyricicoccus.id.2055	8	1.07 (0.85-1.35)	0.5669520340430234	0.9709482280775292	0.5211475810657276	0.6535168672881513	0.5009406507826251	0.050303211706587
genus.Catenibacterium.id.2153	4	1.03 (0.92-1.16)	0.5691104896724648	0.9709482280775292	0.1377172035488548	0.1459243102481779	0.3914365979756072	0.6232929895415167
genus.Butyrivibrio.id.1993	15	0.98 (0.92-1.05)	0.5746105260341852	0.9709482280775292	0.9357813541643396	0.9650106015149474	0.8525474892714812	0.3744714638787941
genus.Alistipes.id.968	12	0.95 (0.81-1.13)	0.5776692181679863	0.9709482280775292	0.4121890724104014	0.3227370875988383	0.443535516844738	0.888078782490572
genus.Desulfovibrio.id.3173	10	0.97 (0.85-1.09)	0.5777664190473538	0.9709482280775292	0.418729058957041	0.5087462935365159	0.4199593107693581	0.5936321558640534
genus.Parasutterella.id.2892	14	0.96 (0.84-1.10)	0.5800656606968908	0.9709482280775292	0.3343060459442235	0.2191974115280574	0.6338643781240352	0.0694392850921393
family.Victivallaceae.id.2255	12	1.02 (0.95-1.09)	0.5881871396674138	0.9709482280775292	0.510881574442151	0.5785602274085977	0.5621491432088104	0.6001059070561862
genus..Eubacteriumnodatumgroup.id.11297	11	0.98 (0.91-1.05)	0.5907747446204353	0.9709482280775292	0.4488642295531812	0.3681917960071101	0.6570035382389863	0.5962353896419533
genus.Senegalimassilia.id.11160	5	1.04 (0.89-1.23)	0.596192407735095	0.9709482280775292	0.2008040916900781	0.2287070890654972	0.6103729649478328	0.5298660724983324
genus.Oscillospira.id.2064	9	0.96 (0.84-1.11)	0.6012847142110291	0.9709482280775292	0.207190790590139	0.1617898978038071	0.7164941884688614	0.3630800733031998
genus.Lactococcus.id.1851	9	1.02 (0.94-1.12)	0.6031955007139221	0.9709482280775292	0.0649740052088185	0.0750742628481179	0.4127994210483238	0.5653328257803742
genus..Clostridiuminnocuumgroup.id.14397	8	0.98 (0.90-1.07)	0.6107035016363606	0.9709482280775292	0.4248672838241056	0.3471458288649296	0.851017611909457	0.8337140842127263
genus.Eggerthella.id.819	10	1.03 (0.90-1.18)	0.6189136219897066	0.9709482280775292	0.903832616845225	0.98120770056694	0.9555364023065448	0.0320565657809776
family.Peptococcaceae.id.2024	10	1.03 (0.90-1.18)	0.6217773952301734	0.9709482280775292	0.3994027041669266	0.4644205328472416	0.8586932150501401	0.2547555881793749
genus.ChristensenellaceaeR.7group.id.11283	9	0.96 (0.80-1.14)	0.6265925318398231	0.9709482280775292	0.3583566952747867	0.2740498725412156	0.4562892126361677	0.4522471844072511
genus.Veillonella.id.2198	6	1.05 (0.87-1.27)	0.636112260009339	0.9709482280775292	0.4181775026620776	0.387690704950247	0.3129812275511392	0.2195731683333422
family.Alcaligenaceae.id.2875	13	0.96 (0.78-1.17)	0.6555622069802366	0.9709482280775292	0.8467174377051042	0.9195233617415088	0.8114157756818027	0.0419669101910445
family.Lachnospiraceae.id.1987	16	0.97 (0.84-1.11)	0.6566907249878664	0.9709482280775292	0.5839607135617424	0.6784095428133529	0.6709272534725543	0.8437741723158461
genus.Marvinbryantia.id.2005	10	0.97 (0.84-1.12)	0.6590221336355981	0.9709482280775292	0.6955808943906516	0.5962282150763244	0.3774341445706329	0.6956874876060637
family.Streptococcaceae.id.1850	16	0.97 (0.85-1.11)	0.661390910904508	0.9709482280775292	0.1468486165009634	0.1095397247447818	0.5945902237102921	0.326344854434649
genus.Holdemania.id.2157	15	1.02 (0.93-1.13)	0.6707317688348045	0.9709482280775292	0.440041185496515	0.3214354699502119	0.5069654213591007	0.854596336746982
genus.Butyricimonas.id.945	12	0.97 (0.82-1.14)	0.6838873658909383	0.9709482280775292	0.3294782097636733	0.2609068632508952	0.8410652916681987	0.0842826350228748
genus.RuminococcaceaeUCG013.id.11370	11	0.95 (0.76-1.20)	0.684135649997053	0.9709482280775292	0.8105671779498906	0.6926917436982845	0.3018086994911948	0.0076816860972785
genus..Eubacteriumfissicatenagroup.id.14373	10	0.98 (0.90-1.07)	0.6847980826139889	0.9709482280775292	0.0718367012490999	0.0779887477063556	0.7699997819190034	0.4006315710795691
genus.Allisonella.id.2174	8	0.98 (0.89-1.08)	0.6859484447886748	0.9709482280775292	0.0846198084495619	0.0739684828050455	0.9169121671629608	0.1768620489289875
family.Rhodospirillaceae.id.2717	15	0.98 (0.89-1.08)	0.6867097159638947	0.9709482280775292	0.7477123855020111	0.8261727192597511	0.4998028095879515	0.7902968974421811
genus.Anaerostipes.id.1991	13	1.03 (0.89-1.20)	0.6929830616795054	0.9709482280775292	0.6194389753475142	0.6912045307590673	0.714497762203129	0.6704932743975991
genus.Bacteroides.id.918	9	1.05 (0.83-1.32)	0.6954944281459343	0.9709482280775292	0.712907671767792	0.7597127116379151	0.8279558475880636	0.0632610722352469
family.Bacteroidaceae.id.917	9	1.05 (0.83-1.32)	0.6954944281459343	0.9709482280775292	0.712907671767792	0.7597127116379151	0.8283637480132076	0.0632610722352469
family.FamilyXIII.id.1957	10	1.03 (0.88-1.21)	0.7093563223239081	0.9709482280775292	0.3297822754687601	0.2573326378119002	0.3583371336801307	0.3254446056714096
genus.unknowngenus.id.2071	16	1.02 (0.91-1.14)	0.713131143467554	0.9709482280775292	0.7163384522700753	0.6559627595791738	0.3115443288538587	0.4598087707283779
genus.Ruminiclostridium6.id.11356	17	1.02 (0.91-1.14)	0.7391993851458468	0.9709482280775292	0.1868632066260602	0.1172262262388307	0.8838876123504215	0.6663863530376355
genus.unknowngenus.id.959	13	0.99 (0.91-1.07)	0.7436289283312418	0.9709482280775292	0.1423710510747669	0.15243779319165	0.8987102994216649	0.6010574730133462
genus.Peptococcus.id.2037	13	1.01 (0.93-1.10)	0.7500883334542338	0.9709482280775292	0.3222244115659688	0.2651836819276996	0.4477388569069945	0.6952014924652767
genus.unknowngenus.id.1000005479	8	0.98 (0.87-1.11)	0.7634272438120875	0.9709482280775292	0.1585451724672839	0.1863365101926431	0.5854963868173507	0.974373408536561
family.BacteroidalesS24.7group.id.11173	8	0.98 (0.87-1.11)	0.7634272438120875	0.9709482280775292	0.1585451724672839	0.1863365101926431	0.597665648587155	0.974373408536561
genus.unknowngenus.id.1000006162	12	1.01 (0.93-1.10)	0.7639597687642738	0.9709482280775292	0.7644175001337368	0.8289696243594542	0.7324292367671054	0.8494346760148976
order.NB1n.id.3953	12	1.01 (0.93-1.10)	0.7639597687642738	0.9709482280775292	0.7644175001337368	0.8289696243594542	0.7203460187391029	0.8494346760148976
family.unknownfamily.id.1000006161	12	1.01 (0.93-1.10)	0.7639597687642738	0.9709482280775292	0.7644175001337368	0.8289696243594542	0.7345982379312246	0.8494346760148976
genus.Barnesiella.id.944	13	0.98 (0.82-1.16)	0.7799322152215513	0.9709482280775292	0.1651681153005559	0.1722818523057351	0.6156725405210997	0.0762811363681902
genus.Romboutsia.id.11347	14	1.02 (0.90-1.15)	0.7919207535958961	0.9709482280775292	0.5627964699086752	0.4822007237739319	0.901033201960229	0.4528397471643255
genus.Clostridiumsensustricto1.id.1873	7	0.98 (0.83-1.15)	0.7922071970271891	0.9709482280775292	0.911626875784064	0.8276022021644318	0.9334351703417744	0.3150751753759505
genus.Subdoligranulum.id.2070	10	0.98 (0.81-1.17)	0.8107455975133289	0.9709482280775292	0.410409667251459	0.3256724124021107	0.8002252067032481	0.1459579585314009
