taxon	n_snp	or_ivw	b_ivw	se_ivw	p_ivw	q	q_p	or_egger	p_egger	egger_intercept	egger_intercept_p	or_wmedian	p_wmedian	fdr_ivw
order.Bacillales.id.1674	8	0.8998613279949838	-0.1055146075349434	0.08372549602318828	0.20758112409782636	8.257494004068356	0.31043700299779914	1.11264733459504	0.7733703114859017	-0.03302143422929874	0.5590847754427897	0.9037630138451165	0.34240445938370845	0.962678992039221
family.Clostridiaceae1.id.1869	10	0.7943343752393789	-0.23025077887878678	0.18385895224968565	0.21045222255622387	15.359227497065095	0.0815295292973656	1.382308306088565	0.5582528549956323	-0.04322539690638363	0.2982235577257282	0.7922729520482017	0.3112275758510846	0.962678992039221
phylum.Verrucomicrobia.id.3982	12	0.8648640925966404	-0.14518290278003104	0.1166438497700994	0.21325370113950126	5.919803605539353	0.8786612006648642	1.1190565641856947	0.6170602636687409	-0.024576012774111776	0.22983555088656218	0.9678475204666765	0.8325276272915	0.962678992039221
order.Erysipelotrichales.id.2148	13	1.2499564266546916	0.22310869203038527	0.18195189356203717	0.22012490975655608	18.33740639354718	0.10582316349133956	1.7125157985647197	0.5237814944553546	-0.01964616942935717	0.6996124485072902	1.3749301090958652	0.16740185229470905	0.962678992039221
family.Erysipelotrichaceae.id.2149	13	1.2499564266546916	0.22310869203038527	0.18195189356203717	0.22012490975655608	18.33740639354718	0.10582316349133956	1.7125157985647197	0.5237814944553546	-0.01964616942935717	0.6996124485072902	1.3749301090958652	0.1455648274639191	0.962678992039221
class.Erysipelotrichia.id.2147	13	1.2499564266546916	0.22310869203038527	0.18195189356203717	0.22012490975655608	18.33740639354718	0.10582316349133956	1.7125157985647197	0.5237814944553546	-0.01964616942935717	0.6996124485072902	1.3749301090958652	0.16248033296161224	0.962678992039221
genus.Subdoligranulum.id.2070	10	0.8376153259832991	-0.17719632209643163	0.14474080930893107	0.22086474256933486	6.265974930499081	0.7130314549970691	1.3762371384262944	0.26360361828940027	-0.0409112678083334	0.07663750836758751	0.9531853659250524	0.8119365438626082	0.962678992039221
order.Victivallales.id.2254	8	0.8923411344528832	-0.11390678178534816	0.09362882638114128	0.2237647708438476	4.9669786278568955	0.6639931347071881	0.5905936936710502	0.0768794667317086	0.06128407787993169	0.13214249167342118	0.9533702710845463	0.7047859968209045	0.962678992039221
class.Lentisphaeria.id.2250	8	0.8923411344528832	-0.11390678178534816	0.09362882638114128	0.2237647708438476	4.9669786278568955	0.6639931347071881	0.5905936936710502	0.0768794667317086	0.06128407787993169	0.13214249167342118	0.9533702710845463	0.7054506891796573	0.962678992039221
genus.RuminococcaceaeUCG009.id.11366	11	0.8892006678906278	-0.11743234577831133	0.09834789160980993	0.23245822790352544	8.589624971552967	0.5714409523154372	0.8193500645403089	0.6010610187681351	0.008305932200363146	0.8228890661286815	0.799450443330026	0.07924100886614094	0.962678992039221
genus.Enterorhabdus.id.820	6	1.1788366705851723	0.16452807980030526	0.13901590344332143	0.23660318829622584	1.69801674495669	0.8891495210824811	1.0360766634927898	0.8859387117033692	0.01809264039485334	0.5807252678616643	1.1151237266738574	0.5287583189629621	0.962678992039221
genus.Phascolarctobacterium.id.2168	9	0.8522332174477706	-0.15989506021108613	0.13576937473294623	0.2389177908175829	4.221681292162647	0.8365891022584798	1.0277150994054551	0.9569456458413895	-0.01623004884033151	0.7065591692365734	0.7877556635929588	0.15926332790719244	0.962678992039221
genus.Adlercreutzia.id.812	8	1.1617166705931756	0.14989879960492045	0.12739175472464226	0.23932491573876724	6.761534404039232	0.4541240777218819	1.1510386891395277	0.8238450853410185	0.0008368511018975468	0.9880119035569366	1.2801740850397276	0.1627103285979251	0.962678992039221
family.Pasteurellaceae.id.3689	14	1.107165011784051	0.10180270475339112	0.08787527725571131	0.24666378301040548	7.856005563248276	0.8528529963934977	1.1234696361738243	0.4643698585622187	-0.001947072307250475	0.9165850813992159	1.1630921349052847	0.19850041955428543	0.962678992039221
order.Pasteurellales.id.3688	14	1.107165011784051	0.10180270475339112	0.08787527725571131	0.24666378301040548	7.856005563248276	0.8528529963934977	1.1234696361738243	0.4643698585622187	-0.001947072307250475	0.9165850813992159	1.1630921349052847	0.2077943160929634	0.962678992039221
genus.Olsenella.id.822	11	0.9234449387965433	-0.07964410343050884	0.06976767818267367	0.2536362867183525	6.792995332571647	0.7448322654987762	0.9789344730471184	0.9177406123576223	-0.008238988338638	0.7671100193309005	0.9321344063403663	0.45341657414716663	0.962678992039221
genus.Anaerotruncus.id.2054	12	0.8511002589192102	-0.16122534428212523	0.14130023467854608	0.25386469105491816	8.439410523191361	0.6734847993610288	0.34565909279416146	0.0004995407563471291	0.06608074332041529	0.0010198810917304733	1.0181642600680116	0.9308317933345825	0.962678992039221
genus.Actinomyces.id.423	8	1.136483668964807	0.12793899462059782	0.112938119910337	0.2572882381058017	6.685379357627475	0.4623562578076146	1.1025692771939029	0.7601085410995327	0.003730515686779863	0.9177595293777566	1.1509249781939241	0.3249121958457746	0.962678992039221
genus.Lachnospira.id.2004	6	1.271898386063941	0.2405105765570825	0.21423925341969094	0.26159632765982666	2.077522770140179	0.8383176635181386	3.6011319913809716	0.1598719119139744	-0.06290098774430793	0.22847272915290995	1.3521207061705625	0.24763613158479092	0.962678992039221
genus.Intestinimonas.id.2062	16	0.878801946167152	-0.12919572390067932	0.11542362978656502	0.2630045827011096	19.114211622126987	0.2086049569122136	0.8394159631747943	0.6074130669876568	0.004229567045981161	0.884865052046634	0.7784233283252712	0.09652338373483144	0.962678992039221
genus.LachnospiraceaeNC2004group.id.11316	9	0.8946778609007813	-0.11129155745276925	0.10179419233630373	0.27426224531479926	5.134581039777581	0.7430998727057627	0.9812856516868649	0.9587512037861174	-0.010975695907009052	0.794593663096026	0.8622358921113958	0.27073928712535844	0.962678992039221
genus.Lactobacillus.id.1837	8	0.8880404656667827	-0.11873796758364742	0.11068775020199632	0.2833926923848321	8.863454971622215	0.2626087060442666	1.264654539965264	0.4085289159951913	-0.04440873600079459	0.1966809688246334	0.9721746577785014	0.833760440187055	0.962678992039221
genus.Haemophilus.id.3698	9	1.117383850680641	0.11099010535268428	0.10567604047282966	0.2935864680723437	3.0318866784767513	0.9323405625937033	1.376139521270249	0.041029315794080055	-0.02743265359571461	0.11091091592736385	1.1758404267983456	0.22306553377110017	0.962678992039221
genus.Barnesiella.id.944	13	0.8552768408974297	-0.156330071930906	0.149361158373227	0.2952572774639848	16.52630412457484	0.16830144026372326	0.4630149172228215	0.22940166411628723	0.04788193446216831	0.3178476593424949	0.9537713232025503	0.80011009101698	0.962678992039221
genus.Tyzzerella3.id.11335	13	0.920754586421675	-0.08256174248916213	0.0791385515305513	0.29682989700236495	2.5524129122526014	0.9979633359996922	1.2212694451262542	0.34161991824139765	-0.04050464413352152	0.18155729180737815	0.907103988156173	0.3381264066233718	0.962678992039221
family.Peptostreptococcaceae.id.2042	13	0.8889836458841667	-0.11767643971824478	0.1158982952338097	0.3099426952411032	9.384930594500407	0.6697479226987543	0.5484712313425969	0.0074184563639246096	0.04234852780491426	0.013761425467542492	0.7792488995246774	0.1110386708062888	0.962678992039221
phylum.Lentisphaerae.id.2238	9	0.9165800196439491	-0.0871059054820898	0.08760529032863054	0.32007702844169306	5.589542481958987	0.6931005272601157	0.6280988415471928	0.11549308492263334	0.05668040819853618	0.17404830163348436	1.013084562220796	0.9095576399416365	0.962678992039221
genus..Eubacteriumventriosumgroup.id.11341	15	1.152610657111671	0.142029506126973	0.14381414849963778	0.32335317500274796	19.423636192206832	0.14938494117188544	1.2421187428691887	0.7499592201682127	-0.005737041962661539	0.9100354467370286	1.0085436964923515	0.9620002449272707	0.962678992039221
class.Melainabacteria.id.1589	10	0.8912726256213914	-0.11510492118439734	0.12196008997742151	0.3452761006132151	14.968945001142336	0.09179254389210414	0.5816360609863408	0.1681375662126998	0.049596705337063195	0.2416568694789168	0.8751688823205587	0.3703780522699215	0.962678992039221
family.Enterobacteriaceae.id.3469	7	1.1875653512255933	0.17190528802344657	0.1847921598469172	0.3522349887229963	6.580388414764469	0.36139955499209947	0.45783186755857075	0.5198193646511575	0.07037991205622367	0.4309941662344848	1.402021190025863	0.1476837631116031	0.962678992039221
order.Enterobacteriales.id.3468	7	1.1875653512255933	0.17190528802344657	0.1847921598469172	0.3522349887229963	6.580388414764469	0.36139955499209947	0.45783186755857075	0.5198193646511575	0.07037991205622367	0.4309941662344848	1.402021190025863	0.11910901018154169	0.962678992039221
genus.Odoribacter.id.952	7	1.2146070000156022	0.19442056769180308	0.2114712222108428	0.3579014074660489	9.203320770415994	0.16246220584080942	1.6170404964702307	0.5312942945314223	-0.02228364780651707	0.6904165628667397	1.0852716238199347	0.7374814691304612	0.962678992039221
genus.Prevotella9.id.11183	16	0.9140930112159592	-0.08982294988713528	0.101723318831774	0.3772295825410147	19.06625578328848	0.21074718418348362	1.9440299141432178	0.010125305124346059	-0.07823636263687112	0.002985014204710213	1.0362836836246831	0.7972258251258281	0.962678992039221
genus..Eubacteriumhalliigroup.id.11338	14	0.904195169062627	-0.10071004691114606	0.11679966571082091	0.38855215024500467	11.54767896011706	0.5650361670516775	1.0089796965055944	0.9703690380194943	-0.010180730287294638	0.6054729388254854	0.958580351335372	0.7856753768391115	0.962678992039221
class.Alphaproteobacteria.id.2379	8	0.8904047798399298	-0.11607911084121934	0.13510607307387676	0.39024662575838065	7.586614906915594	0.3704516589537469	0.5497792033477553	0.30268596430904926	0.04454775330716798	0.3834853804947271	0.9543319345549225	0.7942993215717908	0.962678992039221
genus.Collinsella.id.815	10	1.1420288035672435	0.13280633295361458	0.157284476220823	0.3984625397589959	5.777440719052059	0.7619697787365005	1.509172250500919	0.429558975171208	-0.019573806215834377	0.575101314862477	1.1769695833858784	0.42095191727097003	0.962678992039221
genus.RuminococcaceaeUCG010.id.11367	6	1.1536524037290816	0.14293291277294512	0.1695494771643663	0.3992195260430893	5.395754731653122	0.36951218461809604	0.857939231363222	0.7719588021518429	0.022630025153515455	0.5547133499762028	0.9963211332595967	0.986308951577704	0.962678992039221
genus.Ruminococcus1.id.11373	10	1.1900321208769562	0.17398029909272827	0.2095376297212742	0.40636593712322344	20.032631249127846	0.017712089694551576	1.1986974073020957	0.7671702800588265	-0.0006052809521293793	0.9897665251299579	1.382977473282172	0.18914468947084961	0.962678992039221
family.Victivallaceae.id.2255	12	1.0567175995404452	0.05516749951726114	0.06677141239780499	0.40868250579203735	8.789945422018972	0.6412742618821081	1.0435284475640527	0.8890670748249266	0.0018474682272941387	0.9664381111591934	1.1047607803064021	0.2830885549047176	0.962678992039221
genus.DefluviitaleaceaeUCG011.id.11287	9	0.9057893488933402	-0.09894850671328291	0.1219316823634226	0.4170741370181692	2.7915945522842973	0.9467475816906281	1.1072575207408402	0.7136782078035211	-0.020912087580396827	0.458762051283543	0.9066671832444004	0.5342020312133557	0.962678992039221
genus.Romboutsia.id.11347	14	1.1018787884276482	0.09701671232871405	0.11981732780554243	0.4181096336896927	7.855335577730822	0.8528954409248357	0.974744541023602	0.9300251683902316	0.010479779026811553	0.6562009323160808	1.0805794174316279	0.6326089701342399	0.962678992039221
order.Rhodospirillales.id.2667	14	0.9190512959007988	-0.0844133410995096	0.10442671696621468	0.4188891021994934	17.132385774832972	0.19332263392467225	1.1286068978620503	0.7856925660977186	-0.020690249184357093	0.6348758958548373	0.9274062931873996	0.5493418017859546	0.962678992039221
phylum.Firmicutes.id.1672	16	0.9083574379797151	-0.09611732367963378	0.11965986107596092	0.42182764202262524	12.509953470135411	0.6400913583221276	0.634076324146319	0.13202376421078507	0.027020619249610068	0.19521934617288042	0.9326076192142148	0.679491835263025	0.962678992039221
genus..Eubacteriumfissicatenagroup.id.14373	10	1.065552885215196	0.06349380550142689	0.07948167941060606	0.4243783725718113	5.399250108467999	0.798209123687993	1.1596622049241068	0.6686412767166325	-0.011370543256062697	0.8023320623181681	1.0507523883289611	0.6379517440893414	0.962678992039221
genus..Ruminococcusgauvreauiigroup.id.11342	12	0.8874649594932824	-0.11938624067310145	0.15023900173722035	0.42682170277612175	15.858585772048219	0.1464625630646198	0.7545633541618686	0.6728278269570765	0.01197398406787261	0.8014285485979424	0.9799904452587331	0.9113732122697821	0.962678992039221
family.Rhodospirillaceae.id.2717	15	0.9260888668117975	-0.07678508046137462	0.09739949569544676	0.4304908797738397	16.866271808697938	0.2633743593611328	1.2616465638156487	0.5887947396269106	-0.03153216988522485	0.46150010470456493	0.9243124090366737	0.5098678592582996	0.962678992039221
genus.Veillonella.id.2198	6	1.1286563782516827	0.12102787945345714	0.1536486779226717	0.4308767146214485	1.1458715548893954	0.9499636454399304	3.272081421757741	0.03471157506647905	-0.0814369228643647	0.046605641313729594	1.0998136201314268	0.6051991709058242	0.962678992039221
genus.Akkermansia.id.4037	12	0.9131044601371491	-0.09090499076203726	0.1176434957645903	0.43969057965845537	8.22451608778389	0.6930620106774674	0.9845134844398431	0.9669926681559698	-0.00605971126760376	0.8349711306912155	0.9928734452364153	0.9654624293309331	0.962678992039221
family.Verrucomicrobiaceae.id.4036	12	0.9132894634824422	-0.09070240210519448	0.1176675762604043	0.44080415450115995	8.227417715861993	0.6927988534600584	0.9871597673538788	0.9726903905834912	-0.00625778758040262	0.829782023111599	0.9929815224483631	0.964591614706865	0.962678992039221
order.Verrucomicrobiales.id.4030	12	0.9133752566232554	-0.09060846790924505	0.11765495927098989	0.44122855858838395	8.228520616388293	0.6926988187433254	0.9881494991497602	0.9748025826320426	-0.006331582947073186	0.8277980848519876	0.9929910022872176	0.965800405614639	0.962678992039221
class.Verrucomicrobiae.id.4029	12	0.9133752566232554	-0.09060846790924505	0.11765495927098989	0.44122855858838395	8.228520616388293	0.6926988187433254	0.9881494991497602	0.9748025826320426	-0.006331582947073186	0.8277980848519876	0.9929910022872176	0.9660723617255839	0.962678992039221
genus.Oxalobacter.id.2978	11	1.0808426505050293	0.07774096886251479	0.10331968497285858	0.45179170639853683	18.74815732362702	0.043580552514164546	0.9892274967655269	0.9835811791634455	0.013497625593261052	0.8633791337608842	1.1494211246078132	0.19478212419690688	0.962678992039221
genus.Terrisporobacter.id.11348	5	1.1168317444036715	0.11049587705222616	0.1468854565053521	0.4518954399396812	2.3800665832593633	0.6662325159923345	1.0624040027108745	0.8880175684795028	0.005234347977242293	0.9019730337102757	1.1848713958721913	0.34299073933745317	0.962678992039221
class.Bacilli.id.1673	18	1.0885293096506328	0.0848275279726989	0.1138821759490158	0.4563497202675607	15.660273892384872	0.5480331386655153	1.3072357850156076	0.39591737515140324	-0.014433084941429378	0.5314910895976991	1.0082750247918426	0.956874644563221	0.962678992039221
family.Desulfovibrionaceae.id.3169	10	1.1352729282047747	0.12687308740485698	0.1708967553957898	0.4578473722423222	14.547111191774151	0.10415107577663046	0.9528335116281784	0.9131645335410742	0.015018141055016494	0.6653575912972398	1.3152092289283162	0.14916459223159406	0.962678992039221
genus.Anaerofilum.id.2053	10	1.0661850286904169	0.06408688356193926	0.08696552034931529	0.4611692363451453	9.017591225072985	0.43565194879541846	0.7552768730624493	0.5793403416198053	0.038527346473197485	0.49087597111007963	0.9958765048195726	0.9741115332860113	0.962678992039221
genus.Butyricimonas.id.945	12	1.1241248428324444	0.11700481543929517	0.1588013815857094	0.4612441460305562	18.562302405793634	0.06941723920933311	1.440925092034072	0.5439712328591878	-0.022711900707172928	0.6656272117499968	1.389844994832115	0.0820144038696295	0.962678992039221
genus.Allisonella.id.2174	8	0.932074246740543	-0.07034280358484188	0.09584843966409318	0.46301201634238276	11.391385423394187	0.1224347190124267	1.0156672302604488	0.983014123937071	-0.012339116140119741	0.9053891951342252	0.8982172437845589	0.3482958192121858	0.962678992039221
order.Lactobacillales.id.1800	15	1.0966016754605243	0.09221601185507745	0.12602940247250113	0.4643502525707739	12.55370627173573	0.5619261432579545	1.4395908605952812	0.2628904264472319	-0.021505717087615138	0.360911797240242	1.0101265846553402	0.9524962369528692	0.962678992039221
genus.LachnospiraceaeND3007group.id.11317	3	1.2348853726252391	0.21097815008423246	0.28863767405285595	0.46481299055159364	1.9966640544193945	0.3684935660988811	0.0013751869156307939	0.11014698363639272	0.40014479608053355	0.10661156102520278	1.586957213790093	0.19984451766262723	0.962678992039221
genus.Prevotella7.id.11182	11	1.0527976419311362	0.05145104177935584	0.07139546020921364	0.47112571543048265	5.6153263722513325	0.8464806469476707	0.7498770643839943	0.37221388877696904	0.048065831531915355	0.29020915319689283	1.1248835986188968	0.18437731515317513	0.962678992039221
genus.Gordonibacter.id.821	11	1.0521690919144107	0.050853835158176985	0.0712753477528234	0.47554618074611177	6.616060893578833	0.7611255677841436	1.1866085043266055	0.5202057928234547	-0.01849474408023901	0.6400034920631014	1.0762919008588516	0.4196731029507914	0.962678992039221
genus.ChristensenellaceaeR.7group.id.11283	9	0.8835082629780254	-0.12385463471600718	0.17507179311632748	0.47928653830216517	8.190595762357937	0.4150772366875799	0.9805070933809931	0.975903474405297	-0.007598825220570992	0.8672004302522826	0.8450318012558354	0.5012503615523871	0.962678992039221
order.Desulfovibrionales.id.3156	12	1.1121546996373157	0.10629930453120752	0.15250466466253865	0.4857882127697716	15.896738077901833	0.1450079455543615	0.9822384595830773	0.9648672102564497	0.009982898058619967	0.7396653619705001	1.2989924926192988	0.153929627285723	0.962678992039221
family.Christensenellaceae.id.1866	11	0.9199591930466271	-0.08342596530688112	0.12039917610025001	0.4883651360814426	10.702741072808532	0.38114128048246343	1.2437937066974067	0.3393276516010007	-0.029831440936067353	0.13791670663404637	0.9859617556677366	0.9258737263630279	0.962678992039221
genus.Lachnoclostridium.id.11308	13	0.9097600806794299	-0.09457436183740314	0.13879951875391425	0.495634967950759	5.989373902321973	0.9166167643156751	0.5645383368701705	0.09575817493210412	0.03345168741109975	0.13993832445039675	0.9368571877906092	0.7177323726121183	0.962678992039221
genus.Anaerostipes.id.1991	13	0.9059488006846056	-0.09877248592163122	0.14681428425212087	0.5010925865190369	12.727479805936603	0.3891558732526028	0.6018548301103903	0.3673490643954871	0.027047972899079186	0.44741251182722186	0.7437214899017071	0.14824042773086454	0.962678992039221
genus.Intestinibacter.id.11345	14	1.077852612677559	0.07497074020575432	0.11145900573577751	0.5011823160818568	9.50623190928138	0.7337265709684057	1.1857515382415844	0.630036240308863	-0.007734468961473433	0.7775754095276184	1.1132761965060611	0.5050509433036278	0.962678992039221
genus.Coprococcus1.id.11301	12	0.9103664710117176	-0.09390804514183093	0.14067844184306577	0.5044292742370435	12.610985156217819	0.3195093879258045	1.2065481546242143	0.61228966943897	-0.022568774943625615	0.41260189534834	1.0880651990484327	0.6767330570718565	0.962678992039221
order.Coriobacteriales.id.810	17	0.9142070050518436	-0.08969825062003703	0.1351199642514831	0.5067917097673785	19.246895983010003	0.25606808162778694	0.7121607643168295	0.5530052826439774	0.017118734296246482	0.6514931441196311	1.0092209871007787	0.9595264330596143	0.962678992039221
family.Coriobacteriaceae.id.811	17	0.9142070050518436	-0.08969825062003703	0.1351199642514831	0.5067917097673785	19.246895983010003	0.25606808162778694	0.7121607643168295	0.5530052826439774	0.017118734296246482	0.6514931441196311	1.0092209871007787	0.9610605157772687	0.962678992039221
