taxon	committed_n	A_n	B_n	committed_p	A_p	B_p	committed_b	B_b	committed_se	B_se	committed_p_egger	A_p_egger	B_p_egger	committed_q_p	A_q_p	B_q_p	reproduces_A	reproduces_B
genus.Fusicatenibacter.id.11305	18	18	18	0.25658294329929	0.1527834425290654	0.25658294329929	-0.04493234713123194	-0.04493234713123194	0.039605257610445165	0.039605257610445165	0.464831338473436	0.5148087762504558	0.4648313384734363	0.05806403151134057	0.05806403151134067	0.05806403151134067	False	True
genus.LachnospiraceaeUCG008.id.11328	11	12	11	0.2575558441283047	0.03329318586218864	0.2575558441283047	-0.06160692818579216	-0.06160692818579216	0.05441409479423165	0.05441409479423165	0.5624672829438223	0.25348787279987406	0.5624672829438226	2.7532259079255055e-07	1.7813202872434233e-07	2.7532259079255e-07	False	True
phylum.Proteobacteria.id.2375	12	13	12	0.26130690712378535	0.37600432246062954	0.26130690712378535	-0.04418211572634873	-0.04418211572634873	0.039332163783876516	0.039332163783876516	0.694916596552014	0.117590312303566	0.6949165965520138	0.8858433680088036	0.8733220547659367	0.8858433680088036	False	True
genus.Parasutterella.id.2892	15	17	15	0.26268991922578144	0.22301743011988417	0.26268991922578144	-0.036281181648521135	-0.036281181648521135	0.03239229393821061	0.03239229393821061	0.573153034365826	0.21602664642898836	0.5731530343658262	0.08939580069797998	0.12508823592397067	0.08939580069798007	False	True
class.Bacilli.id.1673	18	20	18	0.2635934061063746	0.5616328770911869	0.2635934061063746	-0.033143167810436844	-0.033143167810436844	0.029646691582353592	0.029646691582353592	0.3485715899500294	0.6182878673400513	0.34857158995002885	0.4792477710842342	0.3786918617094886	0.47924777108423433	False	True
order.Burkholderiales.id.2874	12	13	12	0.2651644963291183	0.4251481342121952	0.2651644963291183	-0.0485630512236847	-0.0485630512236847	0.043582942531974485	0.043582942531974485	0.8807213652674559	0.661073439040295	0.8807213652674566	0.257681354509612	0.17890419873185961	0.257681354509612	False	True
genus.Roseburia.id.2012	14	17	14	0.26597609147995105	0.3341482747563721	0.26597609147995105	-0.07668526667329717	-0.07668526667329717	0.06893819901088358	0.06893819901088358	0.34261396839119607	0.702489756566897	0.3426139683911958	2.046178436867379e-06	8.271831596062427e-08	2.0461784368673818e-06	False	True
genus.Allisonella.id.2174	8	9	8	0.26907941250146583	0.39178156780055107	0.26907941250146583	-0.02149636011816305	-0.02149636011816305	0.019450462232254283	0.019450462232254283	0.4143092429481408	0.997397097615557	0.41430924294814087	0.7353476084852625	0.7404197371632499	0.7353476084852626	False	True
phylum.Actinobacteria.id.400	16	19	16	0.2784015482177674	0.006995256113767627	0.2784015482177674	0.04553463335848713	0.04553463335848713	0.042009331271795645	0.042009331271795645	0.5049452178338676	0.1776048676829966	0.5049452178338677	0.06436136585671598	0.003885697901945265	0.06436136585671598	False	True
genus.unknowngenus.id.2001	10	10	10	0.2806784770943306	0.1804414264670714	0.2806784770943306	-0.03912693655644259	-0.03912693655644259	0.03626906308639561	0.03626906308639561	0.7448126336954234	0.3203890886186515	0.7448126336954228	0.1269012542887331	0.12690125428873314	0.12690125428873314	False	True
genus.Intestinimonas.id.2062	17	18	17	0.2812806660292324	0.21702505330362032	0.2812806660292324	-0.02642910114820747	-0.02642910114820747	0.024529377195715737	0.024529377195715737	0.8862993762319938	0.21273086354476095	0.8862993762319944	0.6385276080055777	0.682050397185296	0.6385276080055777	False	True
phylum.Lentisphaerae.id.2238	9	10	9	0.28342342978784596	0.1265666285402064	0.28342342978784585	0.030280606938395432	0.030280606938395432	0.028229439290153917	0.028229439290153917	0.42223951054547537	0.6610360229749026	0.42223951054547504	0.11350430750472247	0.16012971076570287	0.11350430750472244	False	True
genus.Eggerthella.id.819	11	11	11	0.2866849853253495	0.0760396844786456	0.2866849853253495	0.03904166427736586	0.03904166427736586	0.03664431806574859	0.03664431806574859	0.619020946524409	0.4837028358070011	0.619020946524408	0.001994644025685107	0.001994644025685107	0.001994644025685107	False	True
genus.LachnospiraceaeUCG004.id.11324	14	14	14	0.3085708637451797	0.11187096132450867	0.3085708637451797	0.05202690339063386	0.05202690339063386	0.05109566579246279	0.05109566579246279	0.4296679672188128	0.36696807832124617	0.429667967218814	0.0026671367786756063	0.0026671367786756076	0.0026671367786756076	False	True
class.Lentisphaeria.id.2250	8	9	8	0.31549108489289734	0.12058951256308827	0.31549108489289734	0.03260736643362808	0.03260736643362808	0.03248500558130098	0.03248500558130098	0.4542069759581775	0.7868041505997898	0.45420697595817766	0.07417418342229262	0.11065992113119501	0.07417418342229266	False	True
order.Victivallales.id.2254	8	9	8	0.31549108489289734	0.12058951256308827	0.31549108489289734	0.03260736643362808	0.03260736643362808	0.03248500558130098	0.03248500558130098	0.4542069759581775	0.7868041505997898	0.45420697595817766	0.07417418342229262	0.11065992113119501	0.07417418342229266	False	True
genus.RuminococcaceaeUCG014.id.11371	11	13	11	0.3269079677776885	0.5057251098195754	0.3269079677776885	0.034587504541700474	0.034587504541700474	0.03528037686778306	0.03528037686778306	0.3950850176603249	0.3743346447343364	0.39508501766032494	0.7322376275097107	0.7821644624825395	0.7322376275097108	False	True
genus.RuminococcaceaeUCG003.id.11361	12	13	12	0.33283453465015156	0.25203903181890597	0.33283453465015156	0.050722775123732536	0.050722775123732536	0.05237682255358591	0.05237682255358591	0.525742014854097	0.4545473382960511	0.5257420148540967	0.0016313279425481666	0.0007354436420111086	0.001631327942548166	False	True
genus.LachnospiraceaeUCG001.id.11321	13	14	13	0.3391646509087948	0.6970089507479658	0.3391646509087948	0.027029367321483623	0.027029367321483623	0.028278807224851175	0.028278807224851175	0.3256735437164921	0.7109034336796691	0.32567354371649115	0.7294632484187207	0.4076242374431863	0.7294632484187205	False	True
genus.FamilyXIIIAD3011group.id.11293	13	14	13	0.33997862422306235	0.09899745300542691	0.33997862422306235	-0.051825541741999784	-0.051825541741999784	0.054312654535425456	0.054312654535425456	0.7476060379220253	0.3009489933081042	0.7476060379220253	0.0008337689136577301	0.0014755351516237357	0.0008337689136577284	False	True
genus.LachnospiraceaeNC2004group.id.11316	9	10	9	0.3511887585394998	0.011672672312574047	0.3511887585394998	-0.05603961017700984	-0.05603961017700984	0.060109893558663134	0.060109893558663134	0.3012401174895356	0.23641080018114746	0.3012401174895352	1.9094601867853858e-06	3.3824371225460633e-06	1.9094601867853853e-06	False	True
class.Alphaproteobacteria.id.2379	8	9	8	0.36165078243388604	0.08952158747268833	0.36165078243388604	-0.032514436537033904	-0.032514436537033904	0.03564303779276883	0.03564303779276883	0.451574379281591	0.1906025407720959	0.45157437928159144	0.566219632359009	0.28944195618232765	0.566219632359009	False	True
order.Rhodospirillales.id.2667	14	14	14	0.36395666682924266	0.26388001767347213	0.36395666682924266	-0.027675971485830887	-0.027675971485830887	0.030485129395133703	0.030485129395133703	0.7888963530781763	0.4598508531072736	0.7888963530781771	0.10323573676756596	0.10323573676756595	0.10323573676756595	False	True
genus.Lachnoclostridium.id.11308	13	14	13	0.36450753442137607	0.18721039584107202	0.36450753442137607	-0.033268034642653405	-0.033268034642653405	0.03668690490150984	0.03668690490150984	0.6732097604145755	0.16771654702539257	0.6732097604145757	0.43474094684865383	0.3649477264656724	0.43474094684865394	False	True
genus.Ruminiclostridium6.id.11356	17	17	17	0.3679481695882787	0.29711484157554224	0.3679481695882787	0.028038877218158918	0.028038877218158918	0.031143117116189452	0.031143117116189452	0.05768248323858192	0.9615622945700412	0.05768248323858122	0.1615648311110055	0.16156483111100553	0.16156483111100553	False	True
genus.Anaerostipes.id.1991	13	13	13	0.3687903382927773	0.3687903382927773	0.3687903382927773	-0.03344259736631538	-0.03344259736631538	0.037210471970722955	0.037210471970722955	0.10309648543445943	0.29860767344960115	0.1030964854344593	0.5815588487074383	0.5815588487074383	0.5815588487074383	True	True
genus.unknowngenus.id.826	15	15	15	0.37111550511353664	0.16474578455582867	0.37111550511353664	0.039662614896183286	0.039662614896183286	0.04434620351256942	0.04434620351256942	0.13120400769163237	0.3164261853797233	0.1312040076916326	0.0022205435695146153	0.0022205435695146145	0.0022205435695146145	False	True
genus.Ruminiclostridium9.id.11357	9	12	9	0.37316447556670773	0.02484336482721275	0.37316447556670773	0.0655688818608822	0.0655688818608822	0.0736264523218147	0.0736264523218147	0.5130999177953273	0.3002285428744146	0.5130999177953269	0.001762716572098563	0.004068517868049267	0.0017627165720985633	False	True
genus.Phascolarctobacterium.id.2168	9	10	9	0.37982163547974346	0.6423616580927412	0.37982163547974346	-0.0384032274216791	-0.0384032274216791	0.04372823372479295	0.04372823372479295	0.35247956525268953	0.7607496144927672	0.35247956525268953	0.13769389817643768	0.05365093451535248	0.1376938981764377	False	True
genus.Escherichia.Shigella.id.3504	10	12	10	0.38267032108487464	0.500301063201438	0.38267032108487464	-0.038365910910858884	-0.038365910910858884	0.04394787506727498	0.04394787506727498	0.6993727823505405	0.2976719830390169	0.6993727823505408	0.1382897525958626	0.18502196104662139	0.13828975259586254	False	True
family.Ruminococcaceae.id.2050	10	10	10	0.3903365468820953	0.3903365468820953	0.3903365468820953	0.033049076594875375	0.033049076594875375	0.038473573698346926	0.038473573698346926	0.19683308969398658	0.1985156764669686	0.19683308969398633	0.9652020144025895	0.9652020144025895	0.9652020144025895	True	True
family.Bifidobacteriaceae.id.433	15	19	15	0.3929791550159255	0.039465592601443	0.3929791550159255	0.04243853993858185	0.04243853993858185	0.049680627736425266	0.049680627736425266	0.06608085958164596	0.3523816454838022	0.06608085958164615	0.0008841484715307292	0.00014896792636708982	0.0008841484715307309	False	True
order.Bifidobacteriales.id.432	15	19	15	0.3929791550159255	0.039465592601443	0.3929791550159255	0.04243853993858185	0.04243853993858185	0.049680627736425266	0.049680627736425266	0.06608085958164596	0.3523816454838022	0.06608085958164615	0.0008841484715307292	0.00014896792636708982	0.0008841484715307309	False	True
family.ClostridialesvadinBB60group.id.11286	15	16	15	0.4077936360898803	0.21566628927429865	0.4077936360898803	0.025997386208729205	0.025997386208729205	0.03140605579132808	0.03140605579132808	0.9690097695014267	0.3132741472879759	0.9690097695014268	0.07375743696821534	0.09209621584505602	0.07375743696821534	False	True
